Symbol	Entrez GeneID	U2OS	HeLa-Whitfield	Foreskin fibroblasts	HaCaT	Total # of datasets
CUL4A	8451	No	No	No	Yes	1
C1orf109	54955	No	No	No	Yes	1
ERAP2	64167	No	No	No	Yes	1
CDC37L1	55664	No	No	No	Yes	1
ATXN3	4287	No	No	No	Yes	1
TAF11	6882	No	No	No	Yes	1
ACSL1	2180	No	No	No	Yes	1
ITGAV	3685	No	No	No	Yes	1
CD2AP	23607	No	No	No	Yes	1
CBLL1	79872	No	No	No	Yes	1
KRIT1	889	No	No	No	Yes	1
NDUFB1	4707	No	No	No	Yes	1
ARPC3	10094	No	No	No	Yes	1
LRIG2	9860	No	No	No	Yes	1
DNAJC10	54431	No	No	No	Yes	1
MYO1B	4430	No	No	No	Yes	1
CLINT1	9685	No	No	No	Yes	1
HHLA3	11147	No	No	No	Yes	1
ATP8A2	51761	No	No	No	Yes	1
FUBP3	8939	No	No	No	Yes	1
